location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Urapakkam,2,2,780,335,Individual,Resale,5 to 10 years,Flats,0,Semi-Furnished,Ready to Move,East,4172977
East Tambaram,1,1,510,800,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,North,2423508
Mogappair,2,2,977,1540,Agent,New,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,North,4273134
Omr,3,3,1903,468,Individual,New,New Construction,Flats,4,Unfurnished,Ready to Move,East,16862159
Madipakkam,2,2,700,560,Individual,New,0 to 5 years,Flats,2,Unfurnished,Ready to Move,West,3581869
Chrompet,2,2,810,800,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,East,3670942
Ayyapanthangal,2,2,830,307,Individual,Resale,10 to 15 years,Flats,3,Unfurnished,Ready to Move,North,3953365
Anna Nagar,1,1,520,601,Individual,Resale,10 to 15 years,Flats,4,Semi-Furnished,Ready to Move,East,2622377
Mogappair,3,3,1200,593,Individual,Resale,5 to 10 years,Flats,1,Semi-Furnished,Ready to Move,East,10014506
Koyambedu,3,3,1545,723,Individual,Resale,New Construction,Flats,0,Semi-Furnished,Ready to Move,East,9789051
Alandur,3,3,1350,1376,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,North,13097874
Muglivakkam,3,3,1893,1514,Builder,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,13209373
Madipakkam,2,2,885,2880,Agent,New,Under Construction,Flats,3,Unfurnished,Under Construction,East,3762704
Keelkattalai,3,3,1190,626,Builder,New,New Construction,Flats,2,Semi-Furnished,Ready to Move,East,9722574
Korattur,1,1,480,100,Builder,New,0 to 5 years,Flats,2,Furnished,Ready to Move,South,3603383
Kattupakkam,3,3,1273,477,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,7093795
Nolambur,2,2,950,600,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,4812100
Egmore,2,2,800,1376,Builder,New,0 to 5 years,Flats,3,Unfurnished,Under Construction,North,3355083
Kilpauk,2,2,1100,1000,Individual,Resale,10 to 15 years,Flats,2,Semi-Furnished,Ready to Move,East,5603587
T Nagar,4,4,3060,2448,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,North,32830342
Perumbakkam Vijaya Nagar,2,2,1180,582,Builder,New,0 to 5 years,Flats,-1,Unfurnished,Under Construction,East,5992262
Omr,2,2,1012,1147,Agent,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,West,5273536
Oragadam,1,2,551,825,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,West,2427541
Omr,2,2,1012,710,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,5256855
Madhavaram,2,2,935,450,Individual,New,10 to 15 years,Flats,12,Furnished,Ready to Move,South,5213086
Madambakkam,1,1,522,620,Builder,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,North,2797512
Kovilambakkam,2,2,857,1000,Individual,Resale,10 to 15 years,Flats,0,Furnished,Ready to Move,East,4523788
T Nagar,2,2,1200,993,Individual,Resale,5 to 10 years,Flats,2,Semi-Furnished,Ready to Move,North,5302866
Madipakkam,2,2,857,700,Individual,Resale,5 to 10 years,Flats,2,Semi-Furnished,Ready to Move,East,4521837
Madipakkam,2,2,857,438,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Under Construction,North,4310431
Kovilambakkam,2,2,857,845,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,4317538
Velachery,2,2,28800,1000,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,East,218340995
Thiruneermalai Main Road,2,2,870,780,Individual,New,New Construction,Flats,1,Furnished,Ready to Move,East,3809921
Kovilambakkam,3,3,1386,592,Builder,New,New Construction,Flats,1,Unfurnished,Under Construction,South,9292866
Vandalur,2,2,700,899,Individual,Resale,New Construction,Flats,4,Unfurnished,Ready to Move,East,3658443
Kovilambakkam,3,3,1386,367,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,East,8776183
Kovilambakkam,3,3,1149,800,Builder,New,New Construction,Flats,1,Unfurnished,Under Construction,East,8842379
Kovilambakkam,2,2,857,980,Agent,New,0 to 5 years,Flats,2,Semi-Furnished,Ready to Move,North,4430009
Vadapalani,3,3,1495,1200,Builder,Resale,New Construction,Flats,0,Semi-Furnished,Ready to Move,East,10966300
Chrompet,2,2,907,760,Agent,Resale,15 to 20 years,Flats,1,Unfurnished,Ready to Move,North,6048757
Chemmancheri,3,2,8600,700,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,60265109
Ra Puram,4,4,2200,516,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,West,21159418
Alwarpet,2,2,800,800,Individual,New,0 to 5 years,Flats,2,Furnished,Ready to Move,South,3109736
Muglivakkam,2,2,930,295,Builder,New,Under Construction,Flats,0,Unfurnished,Ready to Move,East,5507087
Omr,2,2,1275,750,Individual,Resale,New Construction,Flats,2,Furnished,Ready to Move,East,6307822
Omr,2,2,1275,622,Individual,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,6542910
Omr,3,3,1472,278,Individual,Resale,5 to 10 years,Flats,1,Unfurnished,Ready to Move,East,7504915
Mahalingapuram,2,2,1050,900,Individual,Resale,New Construction,Flats,0,Furnished,Ready to Move,East,4538439
Adyar,3,3,1250,750,Individual,Resale,New Construction,Flats,0,Unfurnished,Ready to Move,East,15388045
Omr,2,2,940,735,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,East,4917152
Rajakilpakkam,2,2,984,650,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,6019481
Ambattur,2,2,1100,911,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,13070769
K Nagar,2,2,1020,645,Individual,New,Under Construction,Flats,2,Unfurnished,Ready to Move,East,5197042
Omr,3,3,1472,400,Individual,Resale,New Construction,Flats,2,Unfurnished,Ready to Move,East,8217587
Besant Nagar,2,3,857,605,Individual,Resale,Above 20 years,Flats,0,Semi-Furnished,Ready to Move,North,4045158
Kolathur,2,2,670,653,Individual,Resale,0 to 5 years,Flats,0,Semi-Furnished,Ready to Move,East,3997138
Anna Nagar,3,3,1650,644,Individual,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,16369507
Ramapuram,2,2,530,644,Individual,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,2545271
Urapakkam,3,2,1235,1800,Builder,New,New Construction,Flats,0,Unfurnished,Ready to Move,North,15034502
Urapakkam,2,2,920,837,Individual,New,Under Construction,Flats,2,Unfurnished,Under Construction,North,5341915
Nolambur,3,3,1403,865,Builder,New,Under Construction,Flats,0,Unfurnished,Under Construction,South,8731004
Omr,2,2,630,1300,Builder,New,Under Construction,Flats,1,Semi-Furnished,Under Construction,North,3057851
Madipakkam,4,4,1650,2773,Builder,New,10 to 15 years,Flats,2,Unfurnished,Ready to Move,East,11186722
Pallikaranai,2,2,1123,497,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,5971888
T Nagar,2,2,795,605,Individual,Resale,Under Construction,Flats,0,Semi-Furnished,Ready to Move,East,3623232
Oragadam,2,2,953,760,Individual,Resale,0 to 5 years,Flats,13,Furnished,Ready to Move,West,5431458
Chennai Central R S,15,15,11000,350,Individual,Resale,10 to 15 years,Flats,0,Furnished,Ready to Move,South,291425678
Perambur,2,2,945,600,Individual,Resale,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,East,4768641
Ashok Nagar,1,1,500,1600,Individual,Resale,0 to 5 years,Flats,6,Furnished,Ready to Move,South,2456718
Medavakkam,3,3,1700,100,Individual,Resale,5 to 10 years,Flats,2,Semi-Furnished,Ready to Move,East,12828926
West Mambalam,1,1,527,670,Individual,New,10 to 15 years,Flats,1,Semi-Furnished,Ready to Move,West,3712983
Alwarthiru Nagar,2,2,940,650,Individual,New,New Construction,Flats,4,Semi-Furnished,Ready to Move,East,4947627
Valasaravakkam,1,1,511,760,Individual,New,0 to 5 years,Flats,11,Furnished,Ready to Move,West,2961159
Madambakkam,2,2,1000,670,Individual,New,Under Construction,Flats,2,Unfurnished,Ready to Move,South,5657526
Padi,2,2,676,640,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3538528
Medavakkam,2,2,798,904,Individual,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,3870976
Porur,2,2,851,697,Individual,Resale,New Construction,Flats,2,Unfurnished,Under Construction,East,4177522
Nungambakkam,3,3,1500,425,Individual,New,Under Construction,Flats,10,Furnished,Ready to Move,South East,15545335
Vadapalani,2,2,709,691,Individual,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,East,3030915
Thoraipakkam,3,3,1350,756,Individual,New,15 to 20 years,Flats,1,Furnished,Ready to Move,North,7445024
Perugundi,2,2,3152,384,Individual,Resale,New Construction,Flats,1,Unfurnished,Ready to Move,East,23124000
Omr,2,2,900,2400,Individual,Resale,0 to 5 years,Flats,1,Furnished,Under Construction,East,4809471
Madipakkam,2,2,890,752,Individual,New,10 to 15 years,Flats,0,Unfurnished,Ready to Move,South,4213485
Virugambakkam,2,2,630,650,Individual,Resale,Under Construction,Flats,0,Unfurnished,Ready to Move,East,2989398
Alwarpet,3,3,1500,1000,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,18524143
Egmore,3,2,1460,875,Individual,New,0 to 5 years,Flats,13,Unfurnished,Ready to Move,West,9199439
Kolathur,2,2,850,1330,Individual,Resale,Above 20 years,Flats,1,Unfurnished,Ready to Move,South,4707517
Anna Nagar,3,3,1350,553,Individual,New,Under Construction,Flats,1,Unfurnished,Under Construction,West,18353675
Tambaram,2,2,700,1100,Individual,Resale,15 to 20 years,Flats,2,Semi-Furnished,Ready to Move,South,3137754
Manivakkam,2,2,915,510,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,East,4613144
Porur,2,1,890,785,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,3865015
Pallavaram,1,1,578,925,Individual,New,New Construction,Flats,2,Unfurnished,Ready to Move,West,2545048
Omr,2,2,917,865,Builder,New,New Construction,Flats,4,Semi-Furnished,Ready to Move,North West,4431207
Velachery,2,3,1200,200,Individual,Resale,0 to 5 years,Flats,4,Semi-Furnished,Ready to Move,East,6353358
Medavakkam,2,2,781,1400,Individual,Resale,Under Construction,Flats,2,Unfurnished,Ready to Move,South,3203779
Perungalathur,2,2,750,1200,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,East,3457980
Egmore,3,3,1600,1100,Builder,New,0 to 5 years,Flats,1,Furnished,Ready to Move,South,10612113
Ambattur,2,2,707,565,Individual,Resale,0 to 5 years,Flats,2,Semi-Furnished,Ready to Move,East,3189043
Villivakkam,3,2,1256,842,Individual,New,0 to 5 years,Flats,2,Unfurnished,Under Construction,North,7902620
Madipakkam,2,2,880,800,Individual,Resale,15 to 20 years,Flats,1,Unfurnished,Ready to Move,West,4372214
T Nagar,2,3,1255,900,Individual,New,New Construction,Flats,2,Unfurnished,Ready to Move,North,7044830
Kandanchavadi,2,2,1175,900,Individual,New,Under Construction,Flats,2,Unfurnished,Under Construction,East,6290745
Thiruporur,3,3,1275,1076,Others,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,5591643
Perambur,2,2,805,307,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,3819725
neelankarai,2,2,800,589,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,East,3477668
Perungalathur,2,2,850,680,Individual,Resale,10 to 15 years,Flats,2,Semi-Furnished,Ready to Move,North,4287841
Omr,3,3,1400,770,Individual,Resale,New Construction,Flats,0,Unfurnished,Ready to Move,East,7086336
Rajakilpakkam,2,2,850,438,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,5183489
Ambattur,3,2,1210,850,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,East,17112597
Chengalpattu,2,2,800,1300,Builder,New,10 to 15 years,Flats,1,Furnished,Under Construction,South,4506009
Kotturpuram,2,2,1065,818,Individual,Resale,10 to 15 years,Flats,0,Semi-Furnished,Ready to Move,North West,5401249
Omr,3,2,4573800,932,Builder,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,234569188
Mahalingapuram,3,3,1418,850,Individual,Resale,New Construction,Flats,0,Furnished,Ready to Move,East,8223999
Manali,2,2,815,652,Builder,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,South,3645697
Velachery,2,2,1125,390,Individual,Resale,Above 20 years,Flats,0,Semi-Furnished,Ready to Move,South,5949663
Kolapakkam,2,2,800,980,Individual,Resale,0 to 5 years,Flats,2,Furnished,Ready to Move,North,3999552
Villivakkam,2,2,834,657,Others,Resale,5 to 10 years,Flats,0,Semi-Furnished,Ready to Move,East,3543647
Maduravayol,3,3,1465,980,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,East,7074285
Porur,2,2,650,710,Individual,New,New Construction,Flats,2,Unfurnished,Under Construction,East,3117209
Kodambakkam,3,3,1250,700,Individual,Resale,New Construction,Flats,1,Semi-Furnished,Under Construction,North East,9370691
Kelambakkam,2,2,1160,1450,Others,Resale,10 to 15 years,Flats,0,Semi-Furnished,Ready to Move,East,5001964
Thiruvanmiyur,2,2,1050,549,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,5227685
Omr,2,2,1261,1165,Individual,Resale,5 to 10 years,Flats,4,Semi-Furnished,Ready to Move,North,8075148
Chrompet,2,2,760,335,Builder,New,Under Construction,Flats,2,Unfurnished,Ready to Move,East,3283395
Thiruporur,2,2,917,777,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,4814247
Thiruvanmiyur,2,2,765,574,Individual,Resale,Above 20 years,Flats,1,Semi-Furnished,Ready to Move,West,4726590
Porur,2,2,790,785,Individual,Resale,Under Construction,Flats,0,Unfurnished,Ready to Move,East,3720934
Avadi,2,2,1100,1075,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,East,5565228
Perumbakkam,2,2,1100,470,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,South,4981280
Thoraipakkam,3,3,2100,756,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,14952630
Thoraipakkam,3,3,1354,526,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,7632257
Royapettah,2,1,600,1092,Individual,Resale,0 to 5 years,Flats,3,Semi-Furnished,Ready to Move,East,1963166
Valasaravakkam,2,2,2475,700,Individual,Resale,Under Construction,Flats,3,Unfurnished,Ready to Move,East,29819504
Mogappair West,3,3,1646,764,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,North East,8278261
Kovilambakkam,2,2,1402,628,Builder,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,North,8560902
Villivakkam,1,1,550,1000,Individual,Resale,0 to 5 years,Flats,5,Semi-Furnished,Ready to Move,North,3345841
Muggappair,3,3,1740,1061,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,West,16434823
Thoraipakkam,3,3,1732,890,Individual,Resale,0 to 5 years,Flats,2,Furnished,Ready to Move,North,12057435
Saligramam,2,2,770,695,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,East,3608577
Ambattur,2,2,1019,1400,Builder,New,0 to 5 years,Flats,5,Semi-Furnished,Under Construction,North,7091442
Choolaimedu,1,2,625,1524,Individual,New,0 to 5 years,Flats,1,Furnished,Under Construction,North,2642038
Madipakkam,12,15,5600,550,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,West,168261207
Moolakadai,3,3,1050,800,Agent,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,6163577
Anna Nagar,3,2,1065,1120,Builder,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,East,12421462
Palavakkam,2,2,12,635,Builder,New,10 to 15 years,Flats,0,Semi-Furnished,Ready to Move,North,2280919
Velachery,2,2,750,900,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3218898
Nerkundram,2,3,1125,568,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,East,6892723
Ayanavaram,2,2,956,975,Individual,Resale,0 to 5 years,Flats,3,Semi-Furnished,Ready to Move,East,4841485
Valmiki Nagar,2,2,830,1125,Builder,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,East,3153547
Kolathur,2,2,772,820,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,3232519
Porur,3,3,1300,904,Individual,Resale,0 to 5 years,Flats,4,Furnished,Ready to Move,West,12004368
Pattipulam,2,2,7000,1057,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,East,29739383
Virugambakkam,3,3,2200,2143,Builder,Resale,Under Construction,Flats,0,Unfurnished,Ready to Move,East,22718111
Porur,2,1,800,640,Individual,New,New Construction,Flats,2,Unfurnished,Under Construction,West,7998742
Mogappair,2,2,1020,865,Individual,New,15 to 20 years,Flats,1,Unfurnished,Ready to Move,North,5111065
Vadapalani,2,2,710,1200,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,3510010
Pudupakkam Village,3,2,983,545,Builder,New,0 to 5 years,Flats,5,Unfurnished,Ready to Move,East,4867359
Mogappair,2,2,6000,672,Builder,New,New Construction,Flats,2,Unfurnished,Ready to Move,East,74965260
Anna Nagar,2,2,1100,700,Individual,Resale,5 to 10 years,Flats,2,Unfurnished,Ready to Move,East,13146973
East Coast Road,2,2,930,1280,Builder,New,0 to 5 years,Flats,0,Furnished,Ready to Move,South,5066342
Vadapalani,1,1,459,780,Builder,New,New Construction,Flats,2,Semi-Furnished,Ready to Move,East,2284773
Porur,1,1,765,723,Individual,Resale,Under Construction,Flats,2,Unfurnished,Ready to Move,East,3755564
Mogappair,2,2,950,630,Individual,Resale,Under Construction,Flats,2,Unfurnished,Ready to Move,East,6248695
Venkatamangalam,3,5,1080,866,Builder,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,13602043
T Nagar,3,3,13200,1045,Individual,Resale,10 to 15 years,Flats,0,Unfurnished,Ready to Move,North,36030922
Ambattur,3,2,2000,850,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,17588435
Chrompet,1,1,470,376,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,2499732
Ambattur,2,2,1165,600,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,12854412
Koyambedu,2,2,910,814,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,5553540
Tambaram,2,2,784,701,Individual,New,0 to 5 years,Flats,2,Furnished,Ready to Move,East,3937474
Thiruvanmiyur,2,2,1300,470,Builder,New,New Construction,Flats,0,Unfurnished,Under Construction,North,5867901
Villivakkam,2,2,1050,620,Individual,New,Under Construction,Flats,3,Unfurnished,Under Construction,South,5505679
Saidapet,3,2,1145,916,Others,New,10 to 15 years,Flats,1,Unfurnished,Ready to Move,North,6659094
Chengalpattu,3,3,1135,604,Builder,New,Above 20 years,Flats,1,Furnished,Under Construction,East,7871103
Velachery,3,3,1600,900,Individual,Resale,5 to 10 years,Flats,2,Furnished,Ready to Move,East,11430988
Mylapore,3,4,2409,1030,Builder,New,Under Construction,Flats,1,Unfurnished,Under Construction,North,32884035
Ashok Nagar,3,3,1785,590,Individual,Resale,0 to 5 years,Flats,1,Furnished,Under Construction,South,14125014
Velachery,2,2,1100,857,Individual,Resale,0 to 5 years,Flats,7,Semi-Furnished,Ready to Move,East,4265247
Pammal,2,2,725,3634,Others,Resale,15 to 20 years,Flats,4,Semi-Furnished,Ready to Move,North,3069369
